video_name,label
1,2
2,3
4,2
6,4
7,4
8,2
10,7
11,5
12,5
13,3
15,4
16,7
18,1
19,5
20,4
21,1
22,2
24,2
25,4
26,4
27,3
29,1
31,4
32,7
33,1
34,1
37,3
43,5
45,5
46,6
48,2
49,2
53,4
54,1
55,1
56,7
57,2
59,4
60,1
61,5
63,3
64,4
65,7
70,3
71,1
72,3
73,1
74,3
75,3
77,5
78,1
79,2
80,2
82,1
83,1
84,7
85,3
87,3
89,1
91,2
93,5
94,2
95,3
97,4
98,1
99,7
101,7
103,2
106,4
107,2
108,7
109,4
111,4
112,3
113,1
116,4
117,5
119,1
120,2
122,2
124,4
126,3
127,5
128,1
129,3
130,4
131,2
133,5
134,3
135,2
136,4
138,4
139,1
140,4
141,3
142,7
143,4
145,5
146,1
147,1
148,1
149,2
150,2
151,5
152,3
154,3
155,4
157,4
159,4
160,3
161,1
162,3
164,4
165,7
166,4
167,3
168,3
169,1
170,4
172,4
173,5
174,7
175,3
177,2
178,3
179,1
180,4
183,7
184,3
185,1
186,2
187,4
188,2
190,1
191,1
194,4
195,3
197,4
199,1
200,3
204,7
205,5
206,4
207,2
208,5
211,3
212,5
214,3
215,2
216,1
217,4
218,3
219,4
220,3
221,3
222,4
225,3
226,1
227,7
228,1
229,2
231,3
232,2
233,7
234,2
236,3
240,4
242,1
244,4
246,3
248,1
249,3
250,3
251,4
252,4
253,4
256,5
259,3
260,5
261,3
262,6
263,5
264,5
267,7
269,2
270,1
271,4
272,3
273,5
276,4
277,3
278,7
280,3
282,3
283,2
284,1
285,3
287,3
290,7
293,1
295,2
296,3
297,4
300,2
301,7
305,1
308,3
309,5
310,1
311,4
312,3
315,1
316,1
317,4
318,3
319,3
320,3
321,2
324,7
326,3
327,4
329,2
331,2
332,5
334,4
338,2
339,1
340,4
341,2
342,1
343,4
344,3
345,1
346,4
348,4
349,3
350,2
351,4
352,1
354,5
356,1
357,4
358,7
360,4
361,4
362,2
363,3
365,2
366,5
367,1
368,3
369,7
370,1
372,2
373,4
374,3
375,3
377,5
378,2
379,2
380,3
383,4
384,5
386,1
387,1
393,4
394,1
396,4
399,1
400,2
401,4
403,5
404,2
405,1
408,4
410,3
413,4
414,1
415,1
416,3
417,2
418,3
420,3
421,1
423,2
424,4
426,7
430,3
431,4
432,3
433,5
435,4
436,4
437,3
438,3
442,6
443,4
444,1
445,2
446,7
447,5
448,4
449,4
452,3
453,5
456,3
457,1
458,1
459,3
460,3
461,7
463,1
464,2
465,4
466,5
467,3
470,3
471,5
472,4
473,4
474,1
475,5
477,1
478,1
480,3
482,2
485,2
486,2
488,1
489,3
490,3
491,1
493,5
496,2
497,1
498,2
499,4
500,1
501,7
503,3
505,3
506,1
507,3
508,1
509,7
510,2
512,2
515,3
516,7
518,7
519,1
520,1
521,5
522,4
523,7
524,2
527,1
528,1
529,2
530,7
532,1
534,5
535,4
536,4
538,7
539,4
540,2
541,3
543,2
544,2
545,1
546,2
547,2
548,2
549,1
551,2
552,5
553,4
555,2
556,2
558,4
560,4
563,4
564,4
565,7
566,4
569,4
570,4
571,2
572,3
573,7
574,7
576,5
581,2
582,3
583,2
584,7
586,2
587,2
588,5
589,3
591,5
592,2
593,2
594,6
595,1
596,1
597,4
598,2
600,6
602,4
603,1
604,4
605,3
606,4
607,4
608,1
610,4
611,3
612,3
623,2
625,2
626,2
627,1
628,1
629,2
631,1
632,7
633,3
634,1
636,1
637,2
638,3
639,4
640,7
641,4
643,3
644,7
645,4
646,7
647,1
648,3
650,3
653,3
654,5
655,6
656,1
657,7
658,2
659,2
661,4
662,4
663,1
664,4
665,3
666,4
670,2
671,1
674,1
676,4
677,3
678,7
683,4
684,5
685,4
686,1
689,3
690,3
691,1
693,4
694,1
695,5
696,3
699,2
700,5
701,3
703,1
704,4
705,2
706,5
707,5
708,2
709,7
711,1
714,3
715,1
716,6
718,2
720,1
721,5
722,1
725,1
726,2
727,4
728,5
731,4
733,2
734,7
736,1
739,7
740,3
741,3
742,1
743,1
744,4
746,3
747,5
749,1
750,1
751,7
752,3
755,1
756,1
757,1
759,5
760,4
761,2
764,7
765,4
767,4
769,1
770,7
771,4
772,4
773,3
774,3
775,5
776,1
777,5
778,5
780,7
781,2
783,4
784,4
785,1
787,4
788,3
789,6
790,1
791,4
792,4
793,5
797,4
799,1
800,5
801,1
802,5
803,7
804,2
805,1
806,1
808,2
809,3
810,2
813,3
814,4
816,5
817,3
818,2
819,3
820,4
821,3
822,4
825,1
826,5
827,4
829,4
830,3
832,5
833,1
836,5
837,5
838,1
841,3
843,6
844,4
845,3
847,1
848,1
849,7
850,4
851,5
852,3
853,1
854,1
856,5
857,4
859,3
861,3
862,4
865,1
866,5
867,1
868,2
869,1
871,2
873,1
875,2
876,7
878,3
879,4
880,4
882,3
885,2
886,1
887,4
890,3
893,7
895,1
896,5
897,7
898,1
899,6
900,3
902,7
903,2
904,1
905,2
906,1
907,3
911,5
912,3
913,4
914,3
915,2
916,2
917,1
919,2
925,1
926,3
928,4
929,4
930,2
931,3
934,5
935,5
937,3
938,1
939,5
940,2
941,5
942,3
945,3
947,3
949,4
950,4
951,3
955,1
956,1
957,4
960,1
961,7
962,5
963,3
965,2
966,4
967,2
972,4
975,3
977,5
978,3
979,1
981,5
982,2
983,2
984,1
985,2
986,7
987,2
988,2
989,2
991,5
993,3
994,4
995,3
996,2
998,1
999,3
1000,7
1001,4
1004,1
1005,7
1006,5
1007,1
1009,5
1011,7
1013,1
1014,2
1016,4
1017,3
1021,5
1023,4
1025,2
1026,2
1027,3
1028,2
1030,3
1031,5
1032,1
1034,7
1035,4
1036,4
1037,6
1038,2
1039,4
1040,2
1041,7
1042,4
1043,3
1044,5
1046,3
1047,4
1048,1
1049,3
1051,1
1052,2
1053,7
1054,4
1055,4
1057,2
1058,6
1059,2
1060,7
1063,4
1064,2
1065,5
1066,1
1068,1
1069,7
1071,2
1073,1
1074,1
1076,1
1077,7
1078,4
1079,7
1080,4
1081,2
1082,3
1084,1
1085,3
1087,3
1088,1
1089,5
1091,3
1092,4
1093,7
1094,3
1096,3
1097,4
1098,5
1101,3
1102,2
1103,1
1105,1
1106,2
1107,7
1108,5
1109,1
1110,4
1112,3
1114,3
1116,4
1118,4
1121,4
1122,1
1123,1
1124,2
1125,4
1126,2
1127,4
1128,3
1129,4
1130,4
1132,1
1134,4
1137,4
1140,1
1142,3
1143,4
1145,2
1146,4
1148,5
1149,1
1153,4
1154,3
1157,1
1160,1
1161,2
1162,4
1163,5
1164,2
1165,4
1166,1
1167,1
1168,4
1169,3
1171,4
1172,1
1174,4
1175,7
1176,7
1177,4
1179,3
1180,2
1181,7
1183,7
1184,7
1186,2
1187,5
1188,4
1189,2
1190,7
1192,3
1193,4
1194,2
1195,4
1196,2
1198,7
1201,3
1202,5
1205,5
1206,3
1207,2
1208,1
1209,5
1210,2
1213,2
1214,1
1215,5
1216,2
1217,2
1219,4
1220,1
1221,2
1223,4
1224,5
1225,7
1226,1
1227,2
1228,4
1229,1
1231,2
1232,7
1233,1
1234,1
1235,2
1238,1
1240,4
1242,1
1243,2
1244,4
1245,5
1247,2
1248,1
1249,7
1251,2
1252,2
1253,6
1254,4
1255,4
1256,2
1257,4
1259,1
1260,2
1262,3
1263,3
1264,7
1265,7
1266,7
1267,1
1268,2
1271,7
1274,3
1277,7
1278,6
1279,3
1280,1
1282,7
1283,2
1284,3
1285,3
1286,7
1287,5
1288,3
1289,4
1291,2
1293,4
1296,1
1297,1
1298,5
1300,3
1301,5
