video_name,label
2522,6
2536,6
2578,7
2581,6
2588,7
2595,6
2630,7
2636,7
2638,7
2661,7
2675,7
2677,7
2681,6
2702,7
2724,7
2771,7
2772,7
2779,7
2818,7
2854,6
2860,7
2895,7
2900,7
2905,7
2925,7
2950,7
3030,6
3060,7
3093,7
3096,7
3099,7
3135,7
3138,4
3145,4
3164,7
3178,4
3187,4
3188,7
3191,7
3192,7
3194,4
3202,7
3204,4
3213,7
3230,7
3233,4
3234,4
3235,4
3238,4
3241,4
3250,4
3257,7
3259,6
3267,4
3271,1
3279,4
3281,1
3282,7
3284,1
3285,6
3287,7
3292,4
3295,7
3297,6
3298,4
3300,1
3304,1
3308,7
3310,1
3312,1
3315,7
3316,1
3317,4
3322,1
3325,7
3330,1
3331,1
3332,1
3338,4
3341,1
3343,2
3344,4
3347,4
3349,6
3351,7
3352,2
3353,7
3354,4
3357,2
3359,2
3361,7
3366,2
3367,2
3371,2
3372,1
3373,2
3374,7
3375,7
3376,2
3377,7
3379,4
3381,6
3383,4
3384,2
3385,1
3386,2
3387,7
3388,7
3391,1
3392,4
3393,4
3394,2
3395,2
3396,1
3397,2
3398,1
3401,1
3403,2
3405,2
3410,7
3415,1
3419,4
3422,1
3423,4
3424,4
3425,7
3426,1
3428,1
3429,2
3432,1
3434,1
3438,2
3439,2
3441,2
3443,1
3444,2
3445,2
3447,4
3448,1
3450,2
3452,4
3455,1
3462,4
3465,4
3466,4
3467,4
3469,7
3471,7
3472,2
3474,7
3477,2
3478,4
3479,1
3481,2
3482,7
3483,1
3484,4
3485,1
3486,7
3487,1
3490,4
3497,1
3498,1
3499,2
3501,2
3504,1
3507,4
3510,2
3511,1
3514,2
3516,4
3517,1
3518,2
3520,4
3523,2
3528,4
3529,1
3530,1
3536,7
3537,2
3538,4
3539,1
3540,1
3541,2
3542,1
3543,1
3546,4
3548,2
3550,4
3551,4
3552,4
3556,2
3557,7
3559,4
3560,4
3561,1
3563,1
3564,2
3566,1
3567,1
3569,4
3571,2
3572,2
3573,4
3580,7
3581,4
3588,1
3589,4
3590,3
3591,1
3592,3
3593,2
3594,3
3597,1
3598,1
3602,4
3603,1
3604,7
3605,3
3606,4
3609,1
3610,3
3613,3
3614,1
3615,2
3616,2
3617,2
3618,3
3620,1
3622,1
3623,7
3625,7
3626,2
3628,2
3629,3
3632,1
3633,7
3635,2
3636,4
3637,3
3638,7
3639,1
3641,2
3642,4
3644,3
3646,1
3648,3
3650,1
3652,4
3655,2
3658,3
3659,4
3661,3
3663,7
3664,1
3665,2
3666,3
3667,4
3669,2
3670,2
3671,7
3672,2
3673,3
3674,2
3675,7
3677,2
3678,1
3679,7
3683,2
3684,2
3685,7
3686,4
3692,4
3693,2
3694,4
3696,7
3697,2
3699,2
3700,2
3703,1
3704,3
3705,7
3706,2
3710,3
3711,4
3712,3
3715,4
3717,1
3718,4
3719,4
3723,3
3727,1
3730,1
3731,3
3732,2
3733,1
3734,4
3735,1
3736,4
3737,2
3739,2
3740,3
3741,7
3742,3
3743,1
3745,4
3749,3
3750,7
3753,2
3756,1
3758,4
3760,1
3761,1
3763,2
3764,4
3767,1
3768,3
3769,3
3772,4
3773,2
3775,4
3776,2
3777,4
3778,7
3779,7
3780,4
3781,3
3782,3
3784,2
3785,2
3786,2
3787,2
3788,2
3789,1
3793,4
3794,4
3797,7
3798,1
3799,7
3800,1
3801,3
3803,1
3804,2
3807,3
3810,1
3811,3
3812,2
3815,7
3816,4
3817,7
3818,2
3819,1
3820,1
3821,4
3822,4
3824,4
3826,1
3828,2
3830,3
3832,3
3833,7
3835,1
3836,4
3837,2
3840,1
3841,2
3842,4
3843,1
3845,1
3846,7
3848,1
3849,2
3853,3
3854,2
3855,4
3857,3
3858,1
3859,3
3860,4
3861,3
3862,3
3863,3
3864,3
3865,2
3867,1
3868,3
3869,3
3870,2
3872,3
3873,3
3876,4
3878,3
3880,3
3882,3
3883,6
3888,3
3893,3
3894,4
3896,4
3897,1
3900,3
3901,2
3902,2
3903,3
3904,1
3905,4
3906,4
3907,4
3909,3
3910,2
3911,2
3917,1
3919,3
3920,3
3922,1
3925,3
3926,4
3927,2
3928,4
3932,1
3936,7
3940,1
3941,3
3942,1
3943,4
3945,7
3947,1
3949,4
3951,3
3954,3
3955,1
3956,1
3960,2
3961,3
3964,4
3966,4
3968,2
3970,3
3971,7
3972,2
3973,3
3974,2
3976,3
3977,3
3979,7
3981,1
3983,2
3984,7
3985,3
3987,2
3988,3
3989,1
3990,2
3991,2
3992,2
3993,1
3995,3
3996,1
3997,2
3998,3
3999,4
4000,3
4002,7
4004,1
4007,2
4008,3
4009,1
4010,1
4011,3
4014,7
4016,3
4021,3
4022,1
4023,3
4024,4
4025,2
4026,1
4028,1
4029,3
4030,3
4032,1
4033,2
4037,3
4040,2
4041,7
4043,4
4046,4
4047,2
4048,7
4049,4
4052,2
4055,3
4056,1
4057,4
4059,7
4060,3
4063,2
4064,1
4065,1
4067,2
4068,4
4069,2
4070,3
4071,3
4072,7
4074,4
4075,2
4077,3
4078,4
4079,3
4080,3
4082,7
4083,3
4084,1
4085,3
4088,2
4089,2
4090,2
4091,4
4097,1
4098,1
4100,4
4102,1
4103,7
4104,7
4105,1
4106,1
4107,2
4108,1
4109,1
4110,4
4113,4
4114,4
4116,7
4119,2
4120,1
4121,7
4122,7
4124,3
4125,3
4126,3
4127,1
4129,4
4130,3
4131,4
4132,4
4134,3
4135,1
4137,3
4139,7
4140,2
4144,1
4145,4
4147,1
4149,4
4150,7
4151,4
4153,1
4154,1
4155,1
4156,7
4157,7
4158,4
4159,4
4160,7
4161,3
4162,3
4163,2
4164,3
4165,2
4166,2
4168,1
4169,3
4171,3
4173,4
4174,2
4175,1
4176,2
4180,1
4182,2
4185,3
4189,1
4191,2
4192,7
4193,4
4194,7
4196,1
4198,7
4199,7
4202,7
4204,1
4205,7
4207,7
4208,2
4209,3
4211,7
4212,7
4216,2
4218,3
4219,3
4221,3
4223,3
4224,4
4234,2
4235,1
4237,1
4238,7
4239,3
4240,2
4241,4
4244,7
4245,2
4246,3
4248,1
4251,1
4253,1
4255,2
4257,4
4259,1
4261,3
4263,4
4267,3
4268,2
4274,2
4278,3
4279,3
4280,3
4282,2
4283,1
4289,4
4293,7
4294,1
4295,3
4297,3
4299,4
4300,3
4301,3
4303,2
4305,4
4307,4
4309,3
4310,1
4314,1
4315,2
4316,3
4317,2
4318,1
4319,4
4320,4
4322,1
4325,1
4326,4
4328,1
4330,2
4331,2
4332,2
4334,1
4335,4
4336,2
4337,1
4338,2
4340,1
4341,1
4343,4
4344,3
4345,1
